emp_no,salary
263543,40000
263544,40000
263545,69790
263546,46410
263547,40000
263548,40000
263549,40000
263550,68975
263551,70930
263552,66070
263553,40000
263554,59773
263555,45459
263556,52440
263557,57568
263558,54722
263559,68368
263560,88858
263561,43668
263562,58024
263563,56088
263564,40000
263565,47451
263566,40000
263567,40000
263568,40000
263569,43364
263570,40000
263571,63810
263572,44482
263573,59935
263574,68090
263575,68536
263576,40000
263577,46240
263578,45271
263579,48256
263580,40000
263581,40000
263582,40000
263583,40000
263584,61254
263585,58395
263586,56354
263587,40000
263588,55553
263589,40000
263590,45476
263591,40000
263592,50229
263593,48472
263594,40000
263595,42201
263596,42918
263597,56079
263598,52222
263599,46170
263600,73927
263601,40346
263602,53827
263603,40000
263604,69789
263605,40000
263606,40000
263607,40053
263608,40000
263609,78682
263610,55921
263611,51363
263612,45369
263613,40883
263614,44708
263615,60220
263616,49772
263617,69918
263618,40000
263619,40000
263620,44215
263621,72225
263622,57320
263623,40000
263624,43724
263625,46152
263626,54997
263627,51080
263628,68030
263629,40000
263630,40000
263631,51542
263632,49832
263633,66870
263634,69265
263635,40000
263636,50071
263637,45971
263638,62329
263639,68081
263640,48151
263641,40000
263642,40000
263643,51855
263644,40000
263645,62104
263646,40000
263647,40000
263648,47629
263649,67578
263650,93041
263651,40000
263652,50453
263653,40120
263654,40000
263655,40000
263656,58033
263657,40000
263658,40897
263659,40000
263660,44816
263661,40000
263662,58079
263663,40000
263664,44675
263665,40000
263666,51104
263667,40000
263668,69319
263669,51633
263670,40000
263671,43046
263672,50837
263673,59802
263674,58575
263675,78764
263676,68861
263677,45782
263678,53119
263679,40000
263680,48641
263681,49153
263682,40000
263683,72011
263684,40000
263685,48936
263686,78469
263687,40000
263688,76875
263689,69160
263690,68690
263691,40000
263692,64054
263693,85673
263694,40000
263695,71406
263696,40000
263697,40000
263698,51554
263699,40000
263700,40000
263701,40000
263702,48612
263703,46974
263704,55017
263705,54920
263706,68663
263707,45843
263708,49651
263709,40000
263710,40000
263711,47553
263712,40000
263713,59364
263714,69107
263715,53546
263716,40000
263717,74787
263718,40000
263719,40000
263720,90431
263721,57417
263722,40000
263723,54538
263724,72606
263725,41095
263726,55287
263727,40098
263728,70260
263729,50468
263730,40000
263731,86993
263732,48053
263733,63717
263734,40000
263735,57663
263736,58454
263737,76144
263738,44998
263739,55896
263740,40288
263741,66420
263742,66961
263743,45235
263744,64050
263745,94565
263746,40000
263747,40000
263748,40000
263749,83234
263750,40000
263751,83488
263752,40000
263753,41968
263754,52049
263755,76445
263756,89115
263757,80564
263758,40000
263759,52544
263760,64161
263761,49307
263762,48834
263763,75322
263764,58743
263765,45325
263766,57417
263767,40000
263768,52338
263769,49326
263770,51951
263771,40000
263772,40000
263773,48098
263774,40000
263775,40000
263776,63227
263777,40000
263778,40000
263779,40000
263780,76500
263781,40000
263782,40000
263783,40000
263784,46091
263785,40000
263786,82906
263787,40000
263788,55922
263789,42712
263790,48624
263791,40000
263792,40000
263793,71407
263794,52941
263795,70052
263796,40000
263797,40000
263798,40000
263799,40000
263800,75005
263801,106341
263802,87205
263803,40000
263804,40000
263805,40706
263806,51670
263807,45998
263808,51905
263809,69295
263810,55722
263811,45140
263812,66998
263813,40000
263814,44158
263815,49487
263816,54724
263817,65930
263818,53603
263819,78132
263820,85544
263821,41759
263822,42793
263823,40000
263824,40000
263825,44633
263826,84280
263827,57372
263828,40000
263829,60195
263830,56747
263831,50277
263832,40000
263833,67228
263834,77910
263835,40000
263836,45628
263837,47737
263838,62763
263839,40762
263840,63956
263841,83856
263842,40000
263843,65234
263844,40000
263845,64434
263846,40000
263847,44072
263848,45577
263849,40000
263850,40000
263851,66223
263852,77874
263853,58854
263854,49083
263855,54156
263856,40000
263857,43895
263858,40000
263859,72299
263860,74882
263861,54005
263862,40000
263863,40000
263864,44899
263865,40000
263866,101569
263867,71697
263868,73556
263869,53842
263870,40000
263871,56688
263872,40000
263873,40000
263874,52059
263875,92093
263876,45466
263877,48531
263878,95964
263879,40000
263880,40421
263881,60505
263882,72787
263883,40000
263884,61771
263885,46228
263886,85458
263887,40000
263888,43810
263889,40000
263890,40468
263891,47479
263892,59707
263893,40000
263894,49100
263895,40000
263896,53283
263897,49880
263898,57422
263899,67460
263900,40000
263901,67319
263902,45898
263903,40000
263904,59017
263905,40000
263906,40000
263907,84180
263908,40000
263909,40000
263910,69745
263911,62407
263912,47472
263913,43960
263914,53219
263915,40000
263916,48827
263917,62248
263918,47191
263919,61210
263920,60182
263921,57582
263922,79012
263923,53101
263924,41290
263925,56727
263926,43694
263927,55917
263928,67082
263929,80304
263930,40000
263931,46382
263932,59487
263933,44010
263934,42830
263935,40000
263936,52868
263937,40000
263938,40916
263939,61697
263940,63504
263941,46001
263942,40000
263943,59672
263944,47883
263945,55143
263946,40000
263947,54821
263948,40000
263949,40000
263950,54839
263951,40000
263952,40000
263953,40000
263954,40000
263955,118459
263956,40000
263957,40000
263958,40000
263959,53027
263960,40000
263961,40657
263962,75865
263963,59639
263964,40000
263965,40000
263966,40000
263967,49994
263968,69877
263969,52344
263970,52211
263971,59047
263972,75245
263973,63751
263974,54821
263975,40000
263976,40000
263977,54329
263978,43516
263979,40000
263980,41219
263981,49205
263982,59182
263983,40000
263984,40000
263985,67700
263986,58120
263987,44048
263988,66315
263989,46056
263990,66032
263991,88789
263992,66885
263993,44393
263994,40000
263995,40000
263996,40000
263997,65355
263998,71411
263999,56871
264000,69690
264001,49620
264002,68962
264003,40000
264004,40000
264005,42617
264006,46988
264007,46598
264008,69978
264009,46117
264010,90819
264011,68528
264012,71356
264013,95604
264014,54282
264015,51682
264016,48145
264017,44717
264018,46245
264019,71030
264020,42535
264021,79665
264022,66245
264023,49318
264024,51421
264025,40985
264026,40000
264027,58429
264028,40000
264029,43014
264030,40000
264031,59320
264032,66728
264033,54984
264034,84265
264035,40463
264036,40000
264037,40000
264038,61991
264039,55576
264040,42912
264041,40000
264042,40000
264043,40000
264044,40000
264045,47355
264046,82553
264047,40000
264048,40000
264049,45009
264050,55622
264051,40000
264052,60733
264053,46347
264054,60915
264055,61838
264056,88870
264057,52158
264058,59023
264059,65089
264060,40000
264061,40000
264062,60830
264063,57745
264064,40166
264065,47144
264066,40000
264067,56705
264068,40000
264069,55948
264070,62927
264071,84596
264072,52469
264073,44751
264074,40000
264075,80188
264076,40000
264077,52212
264078,41926
264079,40000
264080,40000
264081,51144
264082,54481
264083,40000
264084,40000
264085,40000
264086,69981
264087,65097
264088,40000
264089,42261
264090,40000
264091,50120
264092,47727
264093,52463
264094,55147
264095,70224
264096,52873
264097,40000
264098,40000
264099,67158
264100,71316
264101,51910
264102,43437
264103,55402
264104,45696
264105,62099
264106,40000
264107,40000
264108,41309
264109,40000
264110,80535
264111,40282
264112,40760
264113,63738
264114,51680
264115,40000
264116,40000
264117,53388
264118,40000
264119,40000
264120,60864
264121,46460
264122,43817
264123,40000
264124,64290
264125,95123
264126,71356
264127,40000
264128,90452
264129,66572
264130,57671
264131,45239
264132,40000
264133,47967
264134,91879
264135,40000
264136,72611
264137,40000
264138,55633
264139,40000
264140,44167
264141,40000
264142,40000
264143,40000
264144,80522
264145,47115
264146,69213
264147,62476
264148,40000
264149,50302
264150,59936
264151,78850
264152,47413
264153,52127
264154,40000
264155,60947
264156,40000
264157,40000
264158,40000
264159,40000
264160,72800
264161,40000
264162,50785
264163,40000
264164,64542
264165,40000
264166,40000
264167,59581
264168,40000
264169,40000
264170,40000
264171,52295
264172,69818
264173,40000
264174,56167
264175,75061
264176,68355
264177,48664
264178,50964
264179,72361
264180,40000
264181,48329
264182,64027
264183,75661
264184,54367
264185,69033
264186,55917
264187,49124
264188,45073
264189,55286
264190,60119
264191,40000
264192,44235
264193,79937
264194,68609
264195,40000
264196,43555
264197,51599
264198,49761
264199,63983
264200,40000
264201,56526
264202,59794
264203,81340
264204,40000
264205,63519
264206,70857
264207,74668
264208,40323
264209,63131
264210,71329
264211,40000
264212,40000
264213,40000
264214,46047
264215,50986
264216,40000
264217,74291
264218,40000
264219,40000
264220,73313
264221,45972
264222,55956
264223,41741
264224,68086
264225,45795
264226,53320
264227,46715
264228,44894
264229,54510
264230,76770
264231,40000
264232,49905
264233,40000
264234,40000
264235,78706
264236,57574
264237,61510
264238,83656
264239,40000
264240,42090
264241,55578
264242,40000
264243,47967
264244,40000
264245,40000
264246,49073
264247,45138
264248,40000
264249,40000
264250,40000
264251,40000
264252,65044
264253,60547
264254,49171
264255,40000
264256,40000
264257,40000
264258,47669
264259,47506
264260,67337
264261,40000
264262,55744
264263,80994
264264,40000
264265,40000
264266,45006
264267,40000
264268,58307
264269,40000
264270,50290
264271,59764
264272,43143
264273,64848
264274,45947
264275,45745
264276,59140
264277,44329
264278,40000
264279,86599
264280,59767
264281,65364
264282,59018
264283,45343
264284,42276
264285,53161
264286,89580
264287,58428
264288,40000
264289,45324
264290,62375
264291,66812
264292,60054
264293,82963
264294,40000
264295,48275
264296,40000
264297,40000
264298,40000
264299,63031
264300,40000
264301,46972
264302,65134
264303,55193
264304,61507
264305,53310
264306,40000
264307,46386
264308,51448
264309,40000
264310,73738
264311,42966
264312,45383
264313,49502
264314,67133
264315,40000
264316,64362
264317,40000
264318,40000
264319,67007
264320,40000
264321,40000
264322,58053
264323,40000
264324,42053
264325,62963
264326,63594
264327,56049
264328,40000
264329,40000
264330,40000
264331,66765
264332,51010
264333,48622
264334,50698
264335,44739
264336,63302
264337,74693
264338,40000
264339,86299
264340,41866
264341,55362
264342,40000
264343,40000
264344,51991
264345,53344
264346,43540
264347,40000
264348,75957
264349,59191
264350,76558
264351,40000
264352,53962
264353,40000
264354,40000
264355,47945
264356,63556
264357,54348
264358,62554
264359,77732
264360,40000
264361,40000
264362,73176
264363,59322
264364,52324
264365,67138
264366,40000
264367,42142
264368,56501
264369,68584
264370,40000
264371,42913
264372,64032
264373,68995
264374,40000
264375,40000
264376,53994
264377,40000
264378,40000
264379,72259
264380,54953
264381,40000
264382,42420
264383,51371
264384,55400
264385,40000
264386,40000
264387,57485
264388,53638
264389,40843
264390,91248
264391,73848
264392,58598
264393,40000
264394,40000
264395,40077
264396,43463
264397,55581
264398,59097
264399,71582
264400,63139
264401,64938
264402,40000
264403,50391
264404,54111
264405,89566
264406,48569
264407,40000
264408,40000
264409,65853
264410,103201
264411,54436
264412,54628
264413,43040
264414,52151
264415,59936
264416,40000
264417,68317
264418,62591
264419,76598
264420,40000
264421,67325
264422,40000
264423,71798
264424,46524
